"","research_id","respondent_id","response_id","object","original_response","cleaned_response","originality_rater01","originality_rater02"
"308","CES201712",1139,16931,"brick","huis bouwen","huis bouwen",1,1
"309","CES201712",1140,16994,"brick","huis bouwen","huis bouwen",1,1
"310","CES201712",1144,17215,"brick","Huisbouwen","huis bouwen",1,1
"311","CES201712",1145,16984,"brick","huis bouwen","huis bouwen",1,1
"312","CES201712",1153,17000,"brick","huis bouwen","huis bouwen",1,1
"313","CES201712",1154,17211,"brick","huis bouwen","huis bouwen",1,1
"314","CES201712",1156,17083,"brick","huis bouwen","huis bouwen",1,1
"315","CES201712",1158,17193,"brick","huis bouwen","huis bouwen",1,1
"316","CES201712",1165,17256,"brick","huis bouwen","huis bouwen",1,1
"317","CES201712",1166,17189,"brick","huis bouwen","huis bouwen",1,1
"318","CES201712",1168,17172,"brick","huis bouwen","huis bouwen",1,1
"319","CES201712",1171,17253,"brick","huis bouwen","huis bouwen",1,1
"320","CES201712",1172,17234,"brick","huis bouwen","huis bouwen",1,1
"321","CES201712",1178,17200,"brick","huis bouwen","huis bouwen",1,1
"322","CES201712",1179,17272,"brick","huis bouwen","huis bouwen",1,1
"323","CES201712",1182,17378,"brick","Huis bouwen","huis bouwen",1,1
"324","CES201712",1185,17285,"brick","huis bouwen","huis bouwen",1,1
"325","CES201712",1190,17383,"brick","huis bouwen","huis bouwen",1,1
"326","CES201712",1199,17421,"brick","Huis mee bouwen","huis bouwen",1,1
"327","CES201712",1207,17514,"brick","huis bouwen","huis bouwen",1,1
"328","CES201712",1208,17480,"brick","huis bouwen","huis bouwen",1,1
"329","CES201712",1209,17502,"brick","huis bouwen","huis bouwen",1,1
"330","CES201712",1212,17534,"brick","huis bouwen","huis bouwen",1,1
"331","CES201712",1216,17526,"brick","huis bouwen","huis bouwen",1,1
"332","CES201712",1218,17508,"brick","huis bouwen","huis bouwen",1,1
"333","CES201712",1220,17647,"brick","om een huis te bouwen","huis bouwen",1,1
"334","CES201712",1221,17592,"brick","huis bouwen","huis bouwen",1,1
"335","CES201712",1222,17559,"brick","HUIS BOUWEN","huis bouwen",1,1
"336","CES201712",1229,17669,"brick","huis bouwen","huis bouwen",1,1
"337","CES201712",1230,17692,"brick","huis bouwen","huis bouwen",1,1
"338","CES201712",1232,17834,"brick","huis bouwnen","huis bouwen",1,1
"339","CES201712",1145,16983,"brick","huis slopen","huis slopen",2,2
"340","CES201712",1201,17474,"brick","huisdier","huisdier",4,4
"341","CES201712",1153,17022,"brick","als huisdier hoduen","huisdier houden",4,4
"342","CES201712",1150,17115,"brick","huizen bouwen ","huizen bouwen",1,1
"343","CES201712",1193,17346,"brick","huizen bouwen","huizen bouwen",1,1
"344","CES201712",1211,17525.1,"brick","huizen bouwen","huizen bouwen",1,1
"345","CES201712",1226,17665,"brick","huizen bouwen","huizen bouwen",1,1
"346","CES201712",1231,17690,"brick","een hunnebed maken","hunebed",3,2
"347","CES201712",1219,17584,"brick","hut","hut",1,1
"348","CES201712",1208,17484,"brick","huttenbouwer","huttenbouwer",1,1
"349","CES201712",1210,17431,"brick","geen idee","idee",0,0
"350","CES201712",1210,17432,"brick","geen idee","idee",0,0
"351","CES201712",1210,17433,"brick","geen idee","idee",0,0
"352","CES201712",1210,17434,"brick","geen idee","idee",0,0
"353","CES201712",1169,17224,"brick","iemands kop mee in slaan","iemands kop slaan",2,2
"354","CES201712",1159,17134,"brick","inbreken","inbreken",2,2
"355","CES201712",1225,17616,"brick","italiaanse bol","Italiaanse bol",3,4
"356","CES201712",1192,17371,"brick","jongleren","jongleren",4,3
"357","CES201712",1208,17485,"brick","kampvuur","kampvuur",3,2
"358","CES201712",1169,17223,"brick","kampvuur bouwen","kampvuur bouwen",3,2
"359","CES201712",1159,17138,"brick","kampvuur rand","kampvuur rand",2,2
"360","CES201712",1149,17051,"brick","iets kapot maken","kapot",2,2
"361","CES201712",1189,17303,"brick","Kapot maken (ander voorwerp)","kapot",2,2
"362","CES201712",1217,17459,"brick","kapot","kapot",2,2
"363","CES201712",1224,17573,"brick","Kapot maken","kapot",2,2
"364","CES201712",1200,17418,"brick","kapot breken van een kokosnoot","kapot breken kokosnoot",3,2
"365","CES201712",1132,16910,"brick","kapot gooien","kapot gooien",2,2
"366","CES201712",1135,17170,"brick","kapot slaan","kapot slaan",2,2
"367","CES201712",1199,17425,"brick","Om iets mee kapot te slaan","kapot slaan",2,2
"368","CES201712",1128,16874,"brick","kasteel","kasteel",1,1
"369","CES201712",1161,17152,"brick","kasteel","kasteel",1,1
"370","CES201712",1194,17362,"brick","kasteel","kasteel",1,1
"371","CES201712",1145,16977,"brick","als kastje","kastje",3,3
"372","CES201712",1225,17617,"brick","kei","kei",1,1
"373","CES201712",1187,17320,"brick","kerk","kerk",1,1
"374","CES201712",1153,17009,"brick","ketting van maken","ketting",4,4
"375","CES201712",1145,16989,"brick","een kind vermaken","kind vermaken",4,3
"376","CES201712",1235,18431,"brick","om een kleed op zijn plek te houden","kleed plek houden",3,2
"377","CES201712",1225,17633,"brick","klei","klei",3,3
"378","CES201712",1231,17685,"brick","iemand knockout slaan","knock out slaan",2,2
"379","CES201712",1153,17020,"brick","als knuffel gebruiken","knuffel",4,4
"380","CES201712",1183,17316,"brick","knuffel","knuffel",4,4
"381","CES201712",1201,17472,"brick","als knuffel gebruiken","knuffel",4,4
"382","CES201712",1158,17195,"brick","mee knutselen","knutselen",3,3
"383","CES201712",1201,17467,"brick","knutselen","knutselen",3,3
"384","CES201712",1221,17594,"brick","knutselen","knutselen",3,3
"385","CES201712",1146,16998,"brick","kogelwerpen","kogel werpen",3,3
"386","CES201712",1179,17281,"brick","kogelstoten","kogelstoten",3,3
"387","CES201712",1159,17140,"brick","kogelstoten / baksteenstoten","kogelstoten baksteenstoten",3,3
"388","CES201712",1225,17622,"brick","kok","kok",0,0
"389","CES201712",1225,17611,"brick","koken","koken",4,3
"390","CES201712",1230,17694,"brick","krassen maken op de stoep","krassen stoep",4,4
"391","CES201712",1215,17499,"brick","krijt","krijt",4,4
"392","CES201712",1206,17569,"brick","mee krijten","krijten",4,4
"393","CES201712",1178,17204,"brick","krijtje","krijtje",4,4
"394","CES201712",1217,17450,"brick","kruiwagen","kruiwagen",0,0
"395","CES201712",1142,17016,"brick","kruk ","kruk",2,1
"396","CES201712",1141,16968,"brick","kunsrt","kunst",3,3
"397","CES201712",1213,17554,"brick","kunst","kunst",3,3
"398","CES201712",1190,17386,"brick","kunstvoorwerp","kunstvoorwerp",3,3
"399","CES201712",1149,17056,"brick","kunstwerk","kunstwerk",3,3
